Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited
Iredale,557,Germany,Male,68,2,100194.44,1,Yes,38596.34,No
Gallagher,646,Germany,Male,50,6,145295.31,2,Yes,27814.74,No
Padilla,719,Germany,Male,28,3,106070.29,2,Yes,183893.31,No
Potter,706,Germany,Female,47,6,120621.89,1,Yes,140803.7,No
Mao,660,France,Male,38,7,0,2,Yes,146585.53,No
Schneider,667,France,Male,36,9,0,2,Yes,40062.29,No
Ibragimova,705,France,Male,30,1,0,1,Yes,181300.32,No
Huang,598,Germany,Female,27,10,171283.91,1,Yes,84136.12,No
Anderson,669,France,Male,26,4,0,2,Yes,197594.34,No
Nakayama,580,Germany,Female,38,1,128218.47,1,No,125953.83,Yes
Gardener,676,France,Female,32,5,0,2,Yes,75465.41,No
Aksenova,714,Germany,Male,28,7,77776.39,1,No,177737.07,No
Milne,597,Germany,Female,72,6,124978.19,2,Yes,7144.46,No
Onwumelu,559,France,Male,29,1,0,2,No,155639.76,No
Kudryashova,564,France,Female,28,1,0,1,Yes,162428.05,No
Hart,850,Spain,Male,51,3,109799.55,2,Yes,12457.76,Yes
Teng,689,France,Male,39,7,0,2,No,14917.09,No
Kruglova,758,Germany,Female,61,8,125397.21,1,No,182184.09,Yes
Palerma,604,Spain,Female,71,10,0,2,Yes,129984.2,No
Brookes,733,Germany,Male,38,9,111347.37,2,Yes,194872.97,No
Hsing,778,Spain,Male,40,8,104291.41,2,Yes,117507.11,No
Shaffer,732,Germany,Female,61,9,94867.18,2,Yes,157527.6,Yes
Laurie,646,France,Male,24,8,0,2,No,92612.88,No
Chung,597,France,Female,33,6,135703.59,2,No,74850.84,No
Whitfield,821,Germany,Female,37,5,106453.53,2,Yes,127413,No
Thomas,640,France,Male,43,7,132412.38,1,No,69584.3,Yes
Rioux,511,Germany,Female,40,9,124401.6,1,No,198814.24,Yes
Osonduagwuike,805,France,Male,46,6,118022.06,3,No,162643.15,Yes
Matveyev,540,Germany,Male,39,1,82531.11,1,No,114092.52,No
Hayward,705,Spain,Male,44,0,184552.12,1,No,68860.3,Yes
Nkemdirim,540,Germany,Male,39,4,127278.31,1,Yes,16150.34,No
Brim,532,Spain,Female,66,3,0,1,Yes,115227.02,No
Trevisano,535,France,Female,45,2,0,2,Yes,170621.55,No
Soubeiran,627,Germany,Male,23,5,184244.86,1,No,103099.22,No
Wilson,646,France,Male,52,8,59669.43,1,No,172495.81,Yes
Helena,515,France,Female,25,7,79543.59,1,Yes,38772.82,No
Duncan,697,France,Female,39,6,151553.19,1,Yes,44946.29,No
Hale,652,Germany,Male,27,2,166527.88,2,Yes,146007.7,No
Macdonald,579,Germany,Male,28,6,150329.15,1,No,145558.42,No
McKay,760,France,Male,43,8,121911.59,1,No,193312.33,No
Chiekwugo,769,France,Male,51,9,156773.78,2,No,40257.79,No
Skinner,498,Spain,Male,29,8,127864.26,1,Yes,46677.9,No
Sorokina,774,France,Male,53,4,113709.28,1,Yes,153887.93,Yes
Weller,705,Germany,Female,43,7,79974.55,1,Yes,103108.33,No
Bess,648,France,Female,44,2,0,2,Yes,58652.23,No
MacDonald,688,France,Female,51,5,0,1,No,91624.11,Yes
Gray,592,Spain,Male,38,0,0,1,No,65986.48,Yes
Ogbonnaya,705,France,Male,33,3,144427.96,2,No,113845.19,No
Udegbulam,654,France,Male,42,7,99263.09,1,Yes,67607.9,No
Mai,624,France,Female,32,2,79368.87,2,Yes,145471.94,No
Yeh,594,France,Female,30,10,0,2,Yes,124071.71,No
Babbage,695,Spain,Female,34,9,0,2,Yes,67502.12,No
Franklin,597,France,Male,28,2,0,3,Yes,78707.97,No
Randell,758,France,Female,52,7,125095.94,1,No,171189.83,Yes
Paterson,737,Germany,Female,40,2,162485.8,2,No,149381.32,No
Pickering,694,Germany,Male,37,1,95668.82,2,No,100335.55,No
Uspensky,683,France,Male,25,4,0,2,No,152698.24,No
Macleod,538,Spain,Female,30,8,0,2,Yes,41192.95,No
Nnaife,669,France,Male,37,4,0,1,No,132540.33,No
Randolph,730,France,Female,34,5,74197.38,2,No,96875.52,No
Kudryashova,622,France,Female,31,1,89688.94,1,Yes,152305.47,No
George,714,Spain,Female,33,10,103121.33,2,Yes,49672.01,No
Robertson,569,Spain,Female,34,3,0,1,No,133997.53,No
Yuryeva,668,Germany,Female,59,5,120170.07,1,Yes,50454.8,No
Hurst,628,France,Male,32,9,149136.31,2,Yes,16402.11,No
Ch'iu,600,France,Male,40,1,141136.79,1,Yes,67803.83,No
King,693,France,Female,43,4,152341.55,1,No,9241.78,No
Esposito,704,France,Male,36,7,120026.98,2,Yes,100601.73,No
Fraser,527,Spain,Male,33,9,132168.28,1,No,98734.15,No
Trentini,553,Germany,Male,43,6,85200.82,2,Yes,160574.09,No
Nicholls,575,Spain,Male,53,1,84903.33,2,Yes,26015.8,No
Montalvo,626,France,Female,32,0,0,2,No,187172.54,No
Tien,582,France,Male,20,4,0,1,Yes,55763.66,No
Chuang,683,Spain,Male,40,8,0,1,No,75848.22,No
Fang,850,France,Male,30,9,121535.18,1,No,40313.47,No
Kosisochukwu,653,Spain,Male,35,6,116662.96,2,Yes,23864.21,No
Young,679,France,Male,60,8,0,2,Yes,51380.9,No
Scott,549,Germany,Female,49,6,124829.16,1,Yes,93551.36,No
Yeh,850,Spain,Female,36,2,155180.56,2,No,169415.54,No
Vigano,558,Germany,Female,32,1,108262.87,1,Yes,6935.31,No
Windradyne,528,Spain,Male,40,4,0,2,No,25399.7,No
Curnow,801,France,Male,38,5,0,2,No,66256.27,No
Ugonna,513,Spain,Male,48,2,0,1,Yes,114709.13,Yes
De Neeve,666,Germany,Male,38,6,99812.88,2,Yes,158357.97,No
Ricci,606,France,Male,35,2,132164.26,1,Yes,164815.59,No
Nnaife,599,Germany,Male,45,10,103583.05,1,No,132127.69,Yes
Ebelechukwu,544,Germany,Male,39,4,142406.43,2,No,146637.45,No
Keating,529,Spain,Male,38,7,99842.5,2,No,90256.06,Yes
Tuan,850,France,Female,41,5,0,2,Yes,34827.43,No
Shearston,497,France,Male,41,9,0,1,No,22074.48,No
Tien,764,France,Female,39,5,81042.42,1,Yes,109805.17,No
Hamilton,603,France,Female,48,5,0,1,No,100478.6,Yes
Arnold,609,France,Male,40,6,0,2,Yes,97416.34,No
Ting,487,France,Male,53,4,199689.49,1,Yes,24207.86,Yes
Chao,748,France,Male,33,1,142645.43,1,No,69132.66,No
Powell,710,Spain,Female,75,5,0,2,Yes,9376.89,No
Williams,432,Germany,Female,45,3,110219.14,1,No,43046.7,Yes
Cheng,534,Spain,Male,51,3,0,2,Yes,20856.31,No
Zhdanova,607,France,Male,25,3,0,2,No,187048.72,No
Tsai,551,Spain,Male,32,4,0,2,No,53420.53,No
Nebechukwu,674,France,Male,45,7,142072.02,1,No,37013.29,No
Fetherstonhaugh,525,France,Female,25,6,0,2,No,89566.64,No
Ojiofor,645,Germany,Male,33,8,149564.61,1,No,149913.84,No
Severson,755,France,Female,43,9,0,2,No,18066.69,No
Speight,708,Germany,Male,37,8,153366.13,1,Yes,26912.34,No
Greenwalt,715,France,Male,21,6,76467.16,1,Yes,173511.72,No
Grover,727,France,Female,26,9,121508.28,1,Yes,146785.44,No
Milani,559,Spain,Female,27,1,0,1,Yes,1050.33,No
Akobundu,545,Spain,Male,36,8,73211.12,2,No,89587.34,Yes
Anderson,524,France,Male,22,9,0,2,No,74405.34,No
Chien,707,France,Female,55,1,0,2,Yes,54409.48,No
Kennedy,671,Spain,Male,38,0,92674.94,2,No,3647.57,No
Castiglione,439,Spain,Male,52,3,96196.24,4,No,198874.52,Yes
Marshall,667,Germany,Female,36,1,114391.62,1,Yes,53412.54,No
Duncan,831,Germany,Male,32,9,80262.66,1,No,194867.78,No
Uspenskaya,545,Spain,Female,33,7,173331.52,1,No,150452.88,No
Thomson,604,Spain,Female,35,7,147285.52,1,Yes,57807.05,No
Calabrese,657,Spain,Male,67,5,119785.47,2,Yes,107534.32,No
Herrera,487,Spain,Female,36,1,140137.15,1,No,194073.33,No
Muse,750,Germany,Female,52,6,107467.56,1,No,126233.18,Yes
Marsden,694,Germany,Female,37,8,98218.04,2,No,182354.46,Yes
Artemyeva,711,Germany,Female,35,2,133607.75,1,Yes,120586.32,No
McKay,551,France,Male,37,3,0,2,Yes,50578.4,No
Chuang,559,France,Female,38,8,95139.41,1,Yes,86575.46,No
Nicholls,620,France,Female,29,3,0,2,Yes,153392.28,No
Dennis,660,Spain,Male,42,5,0,2,No,115509.59,No
Knight,449,France,Female,37,6,0,2,No,82176.48,No
Webb,703,Germany,Female,26,1,97331.19,1,No,63717.49,No
Pugliesi,795,Germany,Male,37,2,139265.63,2,Yes,198745.94,No
Nebechukwu,594,France,Female,31,9,0,1,Yes,5719.11,No
Ward,586,Spain,Male,34,5,168094.01,1,No,20058.61,No
Nixon,613,Germany,Female,30,5,131563.88,2,No,170638.98,No
Chidubem,601,France,Male,44,3,0,2,No,30607.11,No
Rivers,657,France,Male,50,9,0,2,No,37171.46,No
Sochima,531,France,Male,31,3,0,1,Yes,42589.33,No
Heydon,621,Germany,Male,47,7,107363.29,1,Yes,66799.28,No
Lombardo,782,France,Female,33,2,94493.03,1,Yes,101866.39,No
Holland,528,Germany,Female,29,9,170214.23,2,No,49284,No
Tien,696,France,Male,52,6,139781.06,1,No,27445.4,Yes
Bryant,586,France,Female,35,7,0,2,No,70760.69,No
Hao,626,Spain,Female,26,8,148610.41,3,Yes,104502.02,Yes
Genovesi,498,France,Male,73,2,170241.7,2,Yes,165407.96,No
Kovalev,691,France,Female,33,1,128306.83,1,Yes,113580.79,No
Hsieh,568,France,Female,47,7,0,2,Yes,45978.39,No
Debellis,715,France,Female,35,3,0,1,Yes,152012.36,No
Chibueze,680,Germany,Male,32,7,175454,1,Yes,77349.92,No
Padovano,802,Spain,Male,41,6,0,2,No,47322.05,No
Yen,539,France,Female,22,0,100885.93,2,Yes,38772.65,No
Kibble,494,France,Male,69,9,93320.8,1,Yes,24489.44,No
Lori,594,Germany,Male,38,6,63176.44,2,Yes,14466.08,No
Enemuo,596,France,Male,33,2,139451.67,1,No,63142.12,No
Lu,649,France,Female,52,8,49113.75,1,No,41858.43,No
Nebeolisa,699,Germany,Male,32,1,123906.22,3,Yes,127443.82,Yes
Stewart,787,France,Female,40,6,0,2,Yes,84151.98,No
Ward,604,France,Male,28,7,0,2,No,58595.64,No
Milanesi,489,Germany,Female,52,1,131441.51,1,No,37240.11,Yes
Chikwado,651,France,Male,56,2,0,1,No,114522.68,Yes
Douglas,698,France,Male,57,6,136325.48,2,Yes,72549.27,Yes
Sal,578,Germany,Female,38,4,113150.44,2,No,176712.59,Yes
Douglas,538,Spain,Female,42,9,0,1,No,152855.96,No
Yates,696,France,Female,33,4,0,2,Yes,73371.65,No
Watt,507,Germany,Female,46,8,102785.16,1,Yes,70323.68,No
P'an,685,Spain,Male,34,6,83264.28,1,No,9663.28,No
H?,705,Germany,Male,41,4,72252.64,2,Yes,142514.66,No
Perry,499,Germany,Female,29,6,148051.52,1,No,118623.94,No
Lavrov,717,France,Female,76,9,138489.66,1,Yes,68400.14,No
Chiekwugo,510,France,Male,63,8,0,2,Yes,115291.86,No
Macdonald,632,France,Male,32,6,111589.33,1,Yes,170382.99,No
Jenkins,668,Germany,Female,39,0,122104.79,1,No,112946.67,Yes
Korovina,744,Germany,Male,32,4,96106.83,1,Yes,79812.77,No
Manning,663,Germany,Male,42,7,115930.87,1,No,19862.78,No
Wilson,638,Germany,Female,37,7,124513.66,2,No,158610.89,No
Begum,688,France,Female,54,9,0,1,No,191212.63,Yes
Ingrassia,588,Spain,Male,46,8,0,1,No,61931.21,No
Maclean,631,France,Male,33,7,0,1,Yes,58043.02,Yes
Olejuru,687,Spain,Male,35,8,100988.39,2,No,22247.27,No
Enyinnaya,599,France,Male,44,10,118577.24,1,Yes,31448.52,No
Watson,718,Spain,Male,28,6,0,2,No,146875.86,No
Langdon,730,France,Male,27,5,0,2,Yes,116081.93,No
Frolov,533,France,Female,39,2,0,1,Yes,73669.94,Yes
Chikezie,711,Spain,Female,28,5,0,2,Yes,93959.96,No
Zetticci,555,Spain,Female,26,9,0,2,Yes,158918.03,No
Yang,850,France,Female,42,9,113311.11,1,Yes,198193.75,No
Lin,678,France,Female,41,9,0,1,No,13160.03,No
Goddard,576,France,Male,32,7,0,2,No,4660.91,No
Rogers,835,Germany,Male,20,4,124365.42,1,No,180197.74,Yes
Zubareva,592,France,Male,42,1,147249.29,2,Yes,63023.02,No
Onochie,774,France,Male,36,7,103688.19,1,Yes,118971.74,No
Ts'ui,620,France,Female,29,1,138740.24,2,No,154700.61,No
Newsom,519,Spain,Male,39,4,111900.14,1,Yes,97577.17,No
Genovese,734,Spain,Female,37,0,152760.24,1,Yes,48990.5,No
Thorpe,763,Germany,Male,31,7,143966.3,2,Yes,140262.96,Yes
Horton,733,France,Male,51,10,141556.96,1,No,130189.53,No
Williamson,650,France,Female,43,6,0,2,Yes,16301.91,No
Shoobridge,538,France,Female,33,5,0,2,No,126962.41,No
Peng,577,France,Female,46,1,0,1,Yes,158750.53,No
Gray,792,France,Male,30,8,0,2,No,199644.2,No
Watson,686,France,Female,41,10,0,1,Yes,144272.71,Yes
Fyodorova,589,France,Male,29,2,0,2,Yes,98320.27,No
Bazhenov,530,France,Male,25,9,162560.32,1,No,64129.03,No
Solomon,778,Germany,Female,29,7,123229.46,1,No,181221.09,No
Layh,616,Spain,Male,31,7,76665.71,2,Yes,163809.08,No
John,550,France,Male,38,9,140278.99,3,Yes,171457.06,Yes
Tuan,655,France,Female,51,3,0,2,Yes,15801.02,No
Slattery,721,France,Male,46,1,115764.32,2,No,102950.79,No
Onyekachi,499,Germany,Male,36,5,131142.53,2,No,174918.46,No
Genovese,511,France,Male,45,5,68375.27,1,No,193160.25,Yes
Daniels,579,Germany,Female,39,5,117833.3,3,No,5831,Yes
Caldwell,696,Spain,Female,36,7,0,2,Yes,82298.59,No
Chiemenam,681,France,Male,34,7,0,2,No,130686.59,No
Wanliss,815,France,Male,45,7,0,1,Yes,52885.23,Yes
Bruce,681,Spain,Male,30,2,111093.01,1,No,68985.99,No
Wright,641,Spain,Male,42,9,132657.55,1,No,35367.19,No
Fang,591,France,Female,56,9,128882.49,1,Yes,196241.94,Yes
Eames,565,Germany,Male,59,9,69129.59,1,Yes,170705.53,No
Sutherland,487,France,Male,37,6,0,2,Yes,126477.41,No
Cavenagh,729,France,Male,39,4,121404.64,1,Yes,159618.17,No
Dumetolisa,505,Spain,Female,45,9,131355.3,3,No,195395.33,Yes
Mackay,580,France,Female,35,1,102097.33,1,Yes,168285.85,No
Dellucci,642,France,Male,40,1,154863.15,1,Yes,138052.51,No
Kenyon,850,Spain,Female,41,3,99945.93,2,No,71179.31,No
Parry,616,Germany,Male,39,2,121704.32,2,No,55556.3,No
Kennedy,526,Spain,Female,43,3,0,2,No,31705.19,No
Arnott,523,Germany,Male,35,8,138782.76,1,Yes,186118.93,No
Hanson,663,France,Male,35,9,0,2,Yes,195580.28,No
T'ao,840,France,Male,30,8,136291.71,1,No,54113.38,No
Shen,570,Germany,Male,42,0,107856.57,2,No,127528.84,No
Steere,676,Germany,Female,26,1,108348.66,1,No,60231.74,Yes
Abbott,689,France,Male,47,1,93871.95,3,No,156878.42,Yes
Sutherland,703,Spain,Female,45,1,0,1,No,182784.11,Yes
Thurgood,491,Germany,Male,19,2,125860.2,1,No,129690.5,No
Johnson,584,France,Male,49,8,172713.44,,No,113860.81,No
Lung,810,France,Female,51,5,0,2,Yes,184524.74,No
Cocci,745,Spain,Female,59,8,0,1,Yes,36124.98,No
Matveyeva,625,France,Female,39,3,130786.92,1,Yes,121316.07,No
Moore,535,France,Female,29,2,112367.34,1,No,185630.76,No
Yobachukwu,729,Spain,Female,45,7,91091.06,2,No,71133.12,No
Fleming,655,France,Female,26,7,106198.5,1,Yes,32020.42,No
Dickinson,751,France,Male,47,5,142669.93,2,No,162760.96,No
Evseyev,525,France,Male,33,1,112833.35,1,Yes,175178.56,No
Aksenov,532,France,Female,40,5,0,2,Yes,177099.71,No
Fleming,696,Spain,Female,43,4,0,2,Yes,66406.37,No
Ulyanov,786,Germany,Female,32,2,104336.43,2,No,59559.81,No
Summers,580,France,Male,55,6,104305.74,1,Yes,175750.21,No
Clements,596,Germany,Male,47,5,140187.1,2,Yes,174311.3,No
Kazakova,683,France,Male,39,4,0,2,No,171716.81,No
Pirozzi,747,France,Female,45,1,114959.12,1,No,189362.39,Yes
Jamieson,602,France,Male,33,5,164704.38,1,Yes,180716.1,Yes
Ferri,779,France,Male,62,10,119096.55,1,Yes,116977.89,No
Mai,551,France,Male,31,1,0,2,Yes,185105.44,No
Hannaford,666,France,Male,47,2,0,1,No,35046.97,Yes
Fomin,526,Spain,Male,30,8,0,1,No,36251,No
Mahon,849,France,Female,41,9,115465.28,1,No,103174.5,No
Shaw,471,France,Female,27,4,0,2,No,122642.09,No
Volkova,628,Spain,Male,43,3,184926.61,1,No,122937.57,No
Miles,674,Germany,Male,43,8,85957.88,2,No,8757.39,No
Madison,797,France,Male,32,10,114084.6,1,Yes,125782.29,No
Scott,590,Spain,Female,29,2,166930.76,2,No,122487.73,No
Voss,588,France,Female,27,8,0,1,No,20066.38,No
Colebatch,577,France,Male,29,7,0,2,Yes,55473.15,No
Wilson,571,France,Female,38,6,107193.82,2,No,38962.94,No
T'ang,680,France,Male,36,3,116275.12,1,Yes,63795.8,No
Gibson,648,Spain,Female,27,7,0,2,Yes,163060.43,No
Hs?eh,618,France,Male,39,2,91068.56,1,No,26578.69,No
Pan,648,Germany,Male,41,5,123049.21,1,Yes,5066.76,No
Chikelu,759,France,Female,39,6,0,2,Yes,140497.67,No
Allan,585,France,Male,40,7,0,2,No,146156.98,No
Yefremova,774,France,Female,42,3,137781.65,1,No,199316.19,No
Chuang,697,Germany,Female,48,2,108128.96,2,Yes,103944.37,No
Fan,605,Spain,Male,39,10,105317.73,2,No,138021.36,No
Dellucci,676,France,Male,20,1,80569.73,1,No,68621.98,No
Garran,678,France,Female,22,4,174852.89,1,Yes,28149.06,No
Moretti,495,Spain,Female,45,3,89158.94,3,No,135169.76,Yes
Yao,787,France,Female,85,10,0,2,Yes,116537.96,No
Lucchesi,770,France,Male,36,2,89800.14,1,Yes,105922.69,No
Nkemdilim,817,Germany,Male,45,9,101207.75,1,No,88211.12,Yes
Anderson,659,France,Male,43,1,106086.42,2,No,26900.63,No
Sagese,693,France,Male,21,1,0,2,Yes,3494.02,No
Rubensohn,744,France,Male,47,9,0,2,No,113163.17,No
Baldwin,829,Spain,Female,26,8,101440.36,2,Yes,19324.5,No
Iqbal,716,France,Male,38,4,0,2,No,189678.7,No
Monaldo,671,France,Male,34,7,106603.74,2,Yes,26387.71,No
Mahon,835,Germany,Female,29,10,130420.2,2,No,106276.55,No
Muir,636,France,Female,38,1,0,1,No,45015.38,No
Burns,649,Spain,Male,29,2,45022.23,1,Yes,173495.77,No
Dyer,621,Germany,Male,27,1,74298.43,1,Yes,52581.96,No
Lyons,658,Germany,Female,31,3,133003.03,1,Yes,146339.27,Yes
H?,784,Spain,Male,48,7,0,2,Yes,182609.97,No
Gardiner,783,Spain,Female,37,1,136689.66,1,No,197890.65,No
Cameron,615,France,Male,32,4,0,2,Yes,6225.63,No
Chapman,791,France,Female,44,5,0,2,Yes,123977.86,Yes
Taylor,762,France,Male,53,1,102520.37,1,Yes,170195.4,No
Namatjira,607,France,Male,35,2,0,2,Yes,114190.3,No
He,601,France,Female,34,5,0,2,No,27022.57,No
Leibius,540,Spain,Male,67,1,88382.01,1,Yes,59457,No
White,812,France,Male,44,4,115049.15,2,No,165038.41,No
Wall,685,France,Male,58,1,104796.54,1,Yes,154181.41,No
Moretti,680,France,Male,33,1,123082.08,1,No,134960.98,No
Patterson,680,Spain,Female,58,8,0,2,Yes,65708.5,No
Coppin,631,France,Female,33,8,0,2,No,117374.22,No
Tsao,569,France,Female,43,7,0,2,Yes,77703.19,No
Kao,584,Germany,Male,33,3,88311.48,2,Yes,177651.38,No
Stewart,582,France,Female,40,9,0,3,Yes,60954.45,No
Tuan,609,France,Male,32,7,71872.19,1,Yes,151924.9,No
Barnes,506,Spain,Male,35,6,110046.93,2,No,26318.73,No
Sun,503,France,Male,42,8,104430.08,1,Yes,147557.71,No
Fallaci,503,France,Female,28,5,0,2,No,125918.17,No
Buccho,806,Germany,Male,31,10,138653.51,1,No,190803.37,No
Tien,653,France,Female,31,7,102575.04,1,Yes,11043.54,No
Pirozzi,666,France,Male,43,7,137780.74,2,Yes,119100.05,Yes
Liu,674,Spain,Male,32,2,0,2,No,140579.17,No
Long,798,France,Male,32,7,0,2,Yes,37731.95,No
Scott,740,France,Female,30,8,105209.54,1,No,1852.58,No
Gerasimova,531,Germany,Female,32,0,109570.21,2,Yes,172049.84,No
Ifeatu,614,Germany,Female,44,6,118715.86,1,No,133591.11,Yes
De Luca,556,France,Male,35,10,0,2,Yes,192751.18,No
Ogbonnaya,678,Germany,Female,43,2,153393.18,2,Yes,193828.27,No
Humffray,587,Germany,Male,33,6,132603.36,1,No,55775.72,No
Degtyaryov,527,Spain,Female,36,6,0,2,Yes,102280.29,No
Monaldo,757,Germany,Female,34,1,129398.01,2,No,44965.44,No
Cawthorne,468,Spain,Male,28,3,0,2,No,170661.02,No
Graham,693,France,Male,29,2,151352.74,1,No,197145.89,No
Carpenter,483,France,Female,44,5,136836.49,1,No,192359.9,Yes
Kambinachi,466,France,Male,40,4,91592.06,1,No,141210.18,Yes
Tyler,770,France,Female,30,8,0,2,No,100557.03,No
Martin,734,France,Female,54,3,0,1,No,130805.54,Yes
Walker,716,France,Female,22,8,0,2,Yes,92606.98,No
Khan,439,France,Male,36,2,165536.28,2,Yes,123956.83,No
Iroawuchi,538,Germany,Male,25,5,62482.95,1,Yes,102758.43,No
Summers,743,France,Male,40,8,68155.59,1,No,94876.65,No
Bottrill,734,Spain,Female,43,3,55853.33,2,Yes,94811.85,Yes
Hu,656,France,Male,37,2,0,2,Yes,67840.81,No
Jones,666,France,Female,31,2,79589.43,1,No,4050.57,No
Vincent,627,Spain,Male,41,5,100880.76,1,Yes,134665.25,No
Sanford,480,Germany,Female,25,3,174330.35,2,No,181647.13,No
Brown,792,France,Male,19,7,143390.51,1,No,33282.84,No
Lei,613,Germany,Male,59,8,91415.76,1,No,27965,Yes
Toscani,476,Germany,Male,30,3,134366.42,1,No,68343.53,No
Chien,539,France,Female,24,3,0,2,Yes,198161.07,No
Uchenna,696,Spain,Male,60,8,88786.81,1,Yes,196858.4,No
Lori,810,Germany,Male,35,3,96814.46,2,Yes,120511.03,No
Fanucci,763,Germany,Male,32,9,160680.41,1,No,30886.35,No
Chimaobim,640,France,Female,29,3,0,2,No,2743.69,No
Jowers,655,France,Female,47,10,0,2,No,167778.62,No
Miller,526,Germany,Male,31,5,145537.21,1,No,132404.64,No
Kirsova,678,France,Female,28,4,0,2,Yes,144423.17,Yes
T'ien,554,France,Female,45,6,0,2,Yes,181204.5,No
Ku,597,Spain,Female,30,2,119370.11,1,Yes,182726.22,Yes
Chin,560,Spain,Female,28,1,0,2,Yes,120880.72,No
Law,850,Germany,Female,47,10,134381.52,1,No,26812.89,Yes
Chung,546,Germany,Female,74,8,114888.74,2,Yes,66732.63,Yes
Cockrum,623,Germany,Male,42,1,149332.48,2,No,100834.22,No
Greaves,698,France,Female,40,7,105061.74,3,No,107815.31,Yes
Grant,620,France,Male,32,7,0,2,Yes,34665.79,No
O'Donnell,619,France,Female,40,10,0,1,Yes,147093.84,Yes
Maclean,561,France,Male,21,4,0,1,Yes,36942.35,No
Hsieh,753,France,Female,39,7,155062.8,1,Yes,16460.77,No
Hs?,721,Spain,Male,43,3,88798.34,1,No,45610.63,No
Mazzanti,451,France,Male,33,6,0,2,No,184954.11,No
Chiu,680,Germany,Female,51,5,143139.87,1,No,47795.43,Yes
Reeves,590,Spain,Female,23,7,0,2,No,196789.9,No
Castiglione,634,Germany,Male,27,3,107027.52,1,No,173425.68,No
Ferguson,676,France,Male,29,4,140720.93,1,No,36221.18,No
Nnamdi,642,France,Male,30,8,80964.57,2,No,174738.2,No
Wu,760,France,Male,39,6,178585.46,1,No,67131.3,Yes
Chu,736,Spain,Female,26,4,135889.13,1,Yes,165692.03,No
King,656,France,Male,43,7,134919.85,1,No,194691.95,No
Charlton,776,Germany,Male,33,8,115130.34,1,No,129525.5,Yes
Marsh,832,Spain,Female,34,6,138190.13,2,Yes,146511.2,No
Walker,631,Germany,Male,37,9,131519.49,2,Yes,51752.18,No
Chang,795,Spain,Female,56,5,0,1,No,35418.69,Yes
Pottinger,648,Germany,Female,39,3,126935.98,2,Yes,57995.74,No
Buckley,615,France,Male,39,4,133707.09,1,Yes,108152.75,No
Folliero,682,France,Female,27,1,97893.2,1,No,166144.98,No
Olisanugo,694,France,Male,34,5,127900.03,1,No,101737.8,No
Kent,694,France,Male,37,10,143835.47,1,Yes,33326.71,No
Jessop,607,France,Male,44,0,0,2,Yes,81140.09,No
Hodge,664,France,Male,48,10,0,1,No,140173.17,Yes
Ignatiev,756,France,Male,60,2,0,1,Yes,166513.49,Yes
Chambers,645,France,Female,40,3,129596.77,1,Yes,103232.6,No
Mansom,653,Spain,Male,30,4,0,2,No,120736.04,No
Yen,710,Germany,Female,24,2,110407.44,2,No,15832.43,Yes
Azikiwe,697,France,Female,76,7,0,2,Yes,188772.45,No
Allen,619,Germany,Female,41,8,142015.76,2,No,114323.66,No
Komarova,648,Spain,Male,55,1,81370.07,1,Yes,181534.04,No
Mackay,482,Germany,Female,48,2,69329.47,1,No,102640.52,Yes
Yu,548,France,Female,28,8,116755.5,2,Yes,158585.17,Yes
Curtis,752,Spain,Male,44,6,83870.33,1,No,178722.24,No
Fang,648,France,Female,39,6,130694.89,2,Yes,153955.38,Yes
Page,643,Spain,Female,34,8,117451.47,1,No,65374.86,No
Olisaemeka,573,Germany,Female,35,9,206868.78,2,Yes,102986.15,No
Brennan,686,France,Female,39,3,111695.62,1,No,136643.84,No
Sutton,644,France,Female,40,9,137285.26,4,No,77063.63,Yes
Hyde,702,France,Female,29,6,149218.39,1,Yes,9633.01,No
Nkemakolam,652,France,Male,51,7,0,2,Yes,43496.36,No
Chimaijem,641,Spain,Male,32,7,0,2,Yes,24267.28,No
Sung,692,Germany,Female,41,8,130701.29,1,No,59354.24,Yes
Chiganu,574,Spain,Male,34,5,0,2,No,28269.86,No
Beneventi,643,France,Female,31,3,167949.48,1,No,143162.34,No
Esposito,834,France,Male,23,4,131254.81,1,No,20199.3,No
Owen,591,France,Male,28,5,0,2,Yes,48606.92,No
Smalley,470,Spain,Male,34,9,0,2,Yes,89013.67,No
Hsiung,608,Spain,Male,34,7,86656.13,1,Yes,59890.29,No
Ch'ang,649,Germany,Female,37,8,114737.26,1,Yes,106655.88,Yes
Barton,665,France,Female,38,5,0,2,No,156439.56,No
Lucchese,651,France,Female,39,6,0,1,No,24176.44,No
Hsia,555,Germany,Male,62,4,119817.33,1,Yes,43507.1,Yes
Pope,637,France,Female,48,7,130806.99,2,Yes,132005.85,Yes
Horrocks,675,France,Female,49,0,0,1,Yes,80496.71,Yes
Tai,677,Spain,Male,40,5,0,2,No,88947.56,No
Chikezie,850,Germany,Female,35,2,80931.75,1,No,12639.67,Yes
Frye,815,France,Female,56,3,0,3,Yes,94248.16,Yes
